2.535558094346725786e-07,2.501063200265301828e-07,2.581780621965694114e-07,2.546663570326599594e-07
7.645805291105284239e-07,7.557188919796871417e-07,7.770760763156336729e-07,7.679973865683023981e-07
3.676366686908724825e-07,3.626270785742191994e-07,3.744513011910354987e-07,3.693560737739965939e-07
5.267079253659190006e-07,5.202754116190614150e-07,5.357247457525775398e-07,5.291491712353795577e-07
5.676408363290617993e-07,5.603581548634334078e-07,5.776945722313794324e-07,5.702578333898100678e-07
7.005543254833712118e-08,6.914250031361181649e-08,7.132120717156863146e-08,7.039043194893194923e-08
5.675913303282622944e-07,5.601152905075317953e-07,5.777168624638497076e-07,5.700930460004576390e-07
8.103241512325549494e-07,8.002247848427088353e-07,8.242832617997807284e-07,8.139620482690421570e-07
2.335852894128478816e-07,2.304743415784975585e-07,2.378017405501964025e-07,2.346309209471899671e-07
2.358457174628664336e-07,2.327967476350677685e-07,2.400193445195503202e-07,2.369094034000317706e-07
4.359126798399136559e-07,4.306227970891677495e-07,4.434151684873197906e-07,4.380053801559676828e-07
2.730694177822759538e-07,2.694647789530310208e-07,2.778524385365164585e-07,2.741734830287254361e-07
3.622190876263522842e-08,3.575261516673075509e-08,3.688530450850036129e-08,3.640784451915392550e-08
3.573644517259545815e-07,3.527210539757032401e-07,3.636745105622212174e-07,3.589371765891560790e-07
7.021535808620523110e-07,6.930223965797068119e-07,7.145573604433787804e-07,7.052412625580927566e-07
4.852932236812795231e-07,4.791474065867781693e-07,4.939209321854418340e-07,4.876457517548352585e-07
4.940386261198145980e-07,4.873366784307725167e-07,5.030044979100429855e-07,4.961814361766407881e-07
1.392428305157605224e-07,1.373396683381499763e-07,1.417964493859472227e-07,1.398595771385313755e-07
2.824483059344604425e-07,2.790240831190736229e-07,2.873403004707025686e-07,2.838376234166462283e-07
4.876508625693082669e-07,4.812638965771138886e-07,4.964395981964601746e-07,4.899274333091988418e-07
1.327768298745581168e-07,1.309976803273290765e-07,1.352119336050965960e-07,1.334015505624265165e-07
6.388360050703007522e-07,6.299779675949590301e-07,6.513416673432873854e-07,6.422731081566778463e-07
5.767367350399141806e-07,5.700668314596482664e-07,5.863182655061706680e-07,5.794840053299263419e-07
4.866976682419747029e-07,4.809123695333427660e-07,4.949058395861289288e-07,4.889905605612147616e-07
9.100480039689840212e-07,8.983546614156902210e-07,9.251341793511037776e-07,9.131962072659319263e-07
2.047652686203944726e-07,2.019486074749927382e-07,2.085859037613100148e-07,2.057223739591321699e-07
1.173749880089260729e-06,1.161130389205328201e-06,1.191454390990568061e-06,1.178513326351781972e-06
1.325649793671301304e-06,1.313261121326041072e-06,1.333910079767869334e-06,1.321303275052755198e-06
6.373018857668805268e-07,6.295857366145063151e-07,6.480897328836843895e-07,6.401995621018893033e-07
5.535609567703139327e-08,5.462828195229059968e-08,5.635279041914450082e-08,5.561090984486555695e-08
6.976169932896398659e-07,6.883980157568001645e-07,7.101246373744252973e-07,7.007219233832192300e-07
4.937086935067329232e-07,4.872331205088132651e-07,5.024921555627339390e-07,4.958898493124894168e-07
1.001287518659843230e-07,9.884958042627105143e-08,1.019034706236271408e-07,1.005961023845102713e-07
1.045285371749712834e-06,1.031857371379487988e-06,1.062973132019585494e-06,1.049253607522787898e-06
2.718709374162320659e-07,2.682349051030156364e-07,2.768564053444744173e-07,2.731545923585751082e-07
3.025723753184844162e-07,2.987588766367998550e-07,3.078653076066249720e-07,3.039699020742132185e-07
1.727344202749660373e-07,1.703254191377086539e-07,1.759211709042413263e-07,1.734700023836564645e-07
9.171962419996129132e-07,9.059807860594485402e-07,9.328438947602334290e-07,9.213741069967749949e-07
1.493154910431566645e-07,1.474790278815853918e-07,1.518693055273973515e-07,1.499921503677031158e-07
1.040884147571112013e-06,1.027354618874260419e-06,1.058967960920266540e-06,1.045142441803584247e-06
3.117082859672259191e-07,3.072584879805791038e-07,3.194802153156244196e-07,3.146760262443684691e-07
7.639683982713626119e-07,7.023586920658464527e-07,1.349102441408588568e-06,1.216288477471224256e-06
2.662429873120776589e-07,2.629248848783247891e-07,2.708951298335985642e-07,2.675054592916825018e-07
2.374126238233974908e-07,2.345138328011068779e-07,2.415112499946959109e-07,2.385454929254416565e-07
8.713994277308225352e-07,8.597110297376825693e-07,8.873996014344776099e-07,8.754189984915118365e-07
